Page,OriginalDate,DaysSinceStart,Prompt
4348,2010-08-17,491,Eridan: Bother Feferi.
4349,2010-08-17,491,Eridan: Go get a beverage.
4350,2010-08-17,491,Eridan: Check fridge.
4351,2010-08-17,491,Eridan: Open it.
4352,2010-08-17,491,Feferi: Go get a beverage.
4353,2010-08-17,491,======>
4354,2010-08-17,491,======>
4355,2010-08-17,491,Feferi: Disarm.
4356,2010-08-17,491,Eridan: Disarm.
4357,2010-08-17,491,Eridan: Bother Vriska.
4358,2010-08-17,491,======>
4359,2010-08-18,492,======>
4360,2010-08-18,492,======>
4361,2010-08-18,492,======>
4362,2010-08-18,492,======>
4363,2010-08-18,492,======>
4364,2010-08-18,492,======>
4365,2010-08-18,492,======>
4366,2010-08-19,493,Some time later...
4367,2010-08-20,494,Feferi: Report to Eridan.
4368,2010-08-20,494,======>
4369,2010-08-20,494,Feferi: Proceed to gate.
4370,2010-08-20,494,Karkat: Check on Sollux.
4371,2010-08-20,494,======>
4372,2010-08-20,494,======>
4373,2010-08-20,494,======>
4374,2010-08-20,494,======>
4375,2010-08-21,495,Gamzee: Indulge emotional theatrics.
4376,2010-08-21,495,Eridan: Slam a Faygo.
4377,2010-08-21,495,Eridan: BLUH!
4378,2010-08-21,495,And later still...
4379,2010-08-21,495,======>
4380,2010-08-21,495,======>
4381,2010-08-21,495,======>
4382,2010-08-21,495,Karkat: BLUH!
4383,2010-08-21,495,======>
4384,2010-08-21,495,======>
4385,2010-08-21,495,======>
4386,2010-08-22,496,======>
4387,2010-08-22,496,======>
4388,2010-08-22,496,======>
4389,2010-08-22,496,"MSPA: Quick, become more meta while AH is brooding."
4390,2010-08-22,496,==========>
4391,2010-08-22,496,====================>
4392,2010-08-22,496,"AH: Ok, ha ha, get back to the story jackass."
4393,2010-08-22,496,Uh... Wolf?
4394,2010-08-22,496,This is ridiculous.
4395,2010-08-22,496,Oh my god.
4396,2010-08-22,496,Wow.
4397,2010-08-22,496,"Alright, now you're DEFINITELY trolling us. Come on."
4398,2010-08-22,496,"AH: Recap, then?"
4399,2010-08-22,496,AH: Reel it in.
4400,2010-08-22,496,SS: Move this along.
4401,2010-08-22,496,==>
4402,2010-08-22,496,"SS: Type '====', then ==>"
4403,2010-08-23,497,======>
4404,2010-08-23,497,======>
4405,2010-08-23,497,======>
4406,2010-08-23,497,BOY.
4407,2010-08-23,497,YOU THERE. RED AND BLUE EYE BOY.
4408,2010-08-24,498,I REMEMBER THIS!
4409,2010-08-24,498,IT WILL ONLY BE A MOMENT.
4410,2010-08-24,498,TROLL ETIQUETTE SURE IS CONFUSING.
4411,2010-08-24,498,OH JEEZ.
4412,2010-08-24,498,======>
4413,2010-08-24,498,Sollux: Blast off.
4414,2010-08-24,498,Sollux: Get back to adventurin'.
4415,2010-08-24,498,======>
4416,2010-08-25,499,Vriska: Get back to adventurin'.
4417,2010-08-25,499,======>
4418,2010-08-25,499,======>
4419,2010-08-25,499,======>
4420,2010-08-25,499,======>
4421,2010-08-25,499,======>
4422,2010-08-25,499,"8th exile: Type ""=> SWITCH 2""."
4423,2010-08-25,499,======>
4424,2010-08-26,500,Seer.
4425,2010-08-26,500,It is time.
4426,2010-08-26,500,Terezi: Retrieve chalk.
4427,2010-08-26,500,======>
4428,2010-08-26,500,======>
4429,2010-08-26,500,Terezi: Inquire.
4430,2010-08-26,500,To begin your mission.
4431,2010-08-26,500,You must eliminate the archagent.
4432,2010-08-26,500,Nepeta: Surely you must be adventurin' by now.
4433,2010-08-27,501,Nepeta: Aggress.
4434,2010-08-27,501,======>
4435,2010-08-27,501,======>
4436,2010-08-27,501,======>
4437,2010-08-27,501,======>
4438,2010-08-27,501,======>
4439,2010-08-27,501,======>
4440,2010-08-27,501,======>
4441,2010-08-27,501,Equius: Get up and commence the adventurin'.
4442,2010-08-28,502,Equius: Answer Karkat.
4443,2010-08-28,502,Equius: Read first memo.
4444,2010-08-28,502,======>
4445,2010-08-28,502,======>
4446,2010-08-28,502,======>
4447,2010-08-29,503,Karkat: Begin another memo.
4448,2010-08-29,503,HEY RUNT
4449,2010-08-29,503,I SAID GET YER ASS UP AND GO KISS THE GIRL YOU PIPSQUEAK
4450,2010-08-29,503,YOU KISS THAT GIRL THIS INSTANT
4451,2010-08-29,503,======>======>======>
4452,2010-08-29,503,Thief.
4453,2010-08-29,503,You will need to be strong.
4454,2010-08-29,503,======>
4455,2010-08-29,503,======>
4456,2010-08-30,504,======>
4457,2010-08-30,504,Snowman: Continue briefing.
4458,2010-08-30,504,Find the ring before he does.
4459,2010-08-30,504,"And then,"
4460,2010-08-30,504,======>
4461,2010-08-30,504,======>
4462,2010-08-30,504,======>
4463,2010-08-30,504,======>
4464,2010-08-30,504,======>
4465,2010-08-30,504,Centuries ago...
4466,2010-08-30,504,======>
4467,2010-08-31,505,Kanaya: Reply to memo.
4468,2010-09-01,506,Kanaya: Scroll up.
4469,2010-09-01,506,Terezi: Fly up.
4470,2010-09-01,506,======>
4471,2010-09-01,506,======>
4472,2010-09-02,507,======>
4473,2010-09-02,507,======>
4474,2010-09-03,508,Terezi: Respond.
4475,2010-09-03,508,Terezi: Get closer look.
4476,2010-09-03,508,======>
4477,2010-09-03,508,[S... BAHJ] Terezi: Ascend.
4478,2010-09-08,513,[S] Make her pay.
4479,2010-09-09,514,======>
4480,2010-09-09,514,======>
4481,2010-09-09,514,======>
4482,2010-09-09,514,======>
4483,2010-09-09,514,======>
4484,2010-09-10,515,DD: Move this along.
4485,2010-09-10,515,Skip to the end.
4486,2010-09-10,515,======>
4487,2010-09-10,515,======>
4488,2010-09-10,515,======>
4489,2010-09-10,515,That's what I like to hear.
4490,2010-09-15,520,Aradia: Skip to the end.
4491,2010-09-15,520,======>
4492,2010-09-16,521,======>
4493,2010-09-16,521,======>
4494,2010-09-16,521,======>
4495,2010-09-16,521,======>
4496,2010-09-16,521,======>
4497,2010-09-16,521,======>
4498,2010-09-17,522,======>
4499,2010-09-17,522,======>
4500,2010-09-17,522,======>
4501,2010-09-17,522,======>
4502,2010-09-17,522,======>
4503,2010-09-17,522,======>
4504,2010-09-17,522,======>
4505,2010-09-17,522,======>
4506,2010-09-17,522,======>
4507,2010-09-17,522,======>
4508,2010-09-17,522,======>
4509,2010-09-17,522,======>
4510,2010-09-18,523,======>
4511,2010-09-18,523,======>
4512,2010-09-18,523,======>
4513,2010-09-18,523,======>
4514,2010-09-18,523,======>
4515,2010-09-18,523,======>
4516,2010-09-18,523,======>
4517,2010-09-18,523,======>
4518,2010-09-18,523,======>
4519,2010-09-18,523,======>
4520,2010-09-18,523,======>
4521,2010-09-18,523,======>
4522,2010-09-18,523,======>
4523,2010-09-18,523,======>
4524,2010-09-18,523,==>
4525,2010-09-19,524,END OF ACT 5 ACT 1
4526,2010-09-19,524,[S] ACT 5 ACT 2 ==>
4527,2010-09-20,525,==>
4528,2010-09-20,525,Karkat: Troll this worthless human.
4529,2010-09-21,526,Terezi: Open memo.
4530,2010-09-22,527,==>
4531,2010-09-22,527,John: Land already.
4532,2010-09-22,527,==>
4533,2010-09-22,527,==>
4534,2010-09-22,527,Vriska: Manipul8 this worthless human.
4535,2010-09-22,527,==>
4536,2010-09-22,527,==>
4537,2010-09-23,528,==>
4538,2010-09-23,528,==>
4539,2010-09-23,528,==>
4540,2010-09-23,528,==>
4541,2010-09-23,528,==>
4542,2010-09-23,528,==>
4543,2010-09-24,529,"John: Reunite with your loving father, and also scarf lady."
4544,2010-09-24,529,==>
4545,2010-09-24,529,Vriska: Try harder.
4546,2010-09-24,529,==>
4547,2010-09-24,529,==>
4548,2010-09-24,529,==>
4549,2010-09-24,529,==>
4550,2010-09-24,529,==>
4551,2010-09-24,529,==>
4552,2010-09-24,529,==>
4553,2010-09-24,529,John: Answer troll.
4554,2010-09-24,529,John: W8 around for a few minutes.
4555,2010-09-24,529,==>
4556,2010-09-24,529,==>
4557,2010-09-24,529,Jade: Land already.
4558,2010-09-24,529,==>
4559,2010-09-25,530,WV?: Survey casualties.
4560,2010-09-25,530,==>
4561,2010-09-25,530,John: Prepare for flight.
4562,2010-09-25,530,==>
4563,2010-09-25,530,==>
4564,2010-09-25,530,John: Return.
4565,2010-09-26,531,==>
4566,2010-09-26,531,==>
4567,2010-09-26,531,John: Dispatch these pests.
4568,2010-09-26,531,John: Examine room.
4569,2010-09-26,531,John: Examine computer.
4570,2010-09-26,531,John: Examine Posters.
4571,2010-09-26,531,==>
4572,2010-09-26,531,Vriska: What's his deal????????
4573,2010-09-26,531,==>
4574,2010-09-26,531,==>
4575,2010-09-26,531,John: Discard sordid receptacle.
4576,2010-09-27,532,John: Exit to balcony.
4577,2010-09-27,532,==>
4578,2010-09-27,532,==>
4579,2010-09-27,532,John: Assail rogue.
4580,2010-09-27,532,==>
4581,2010-09-27,532,John: Look up.
4582,2010-09-27,532,John: Pester someone's server player.
4583,2010-09-28,533,==>
4584,2010-09-28,533,==>
4585,2010-09-29,534,==>
4586,2010-09-29,534,==>
4587,2010-09-29,534,==>
4588,2010-09-29,534,Rose: Investigate.
4589,2010-09-29,534,==>
4590,2010-09-29,534,==>
4591,2010-09-29,534,==>
4592,2010-09-29,534,Rose: Answer.
4593,2010-09-29,534,Rose: Be the troll girl.
4594,2010-09-29,534,Kanaya: Confer with leader.
4595,2010-09-30,535,Kanaya: Troll the Rose human.
4596,2010-09-30,535,Kanaya: Open viewport.
4597,2010-09-30,535,Kanaya: Keep viewing.
4598,2010-09-30,535,==>
4599,2010-09-30,535,==>
4600,2010-09-30,535,==>
4601,2010-09-30,535,Kanaya: View the past.
4602,2010-09-30,535,==>
4603,2010-09-30,535,Kanaya: Enter name.
4604,2010-09-30,535,==>
4605,2010-09-30,535,Kanaya: Troll the John human.
4606,2010-09-30,535,==>
4607,2010-09-30,535,==>
4608,2010-09-30,535,==>
4609,2010-09-30,535,==>
4610,2010-09-30,535,==>
4611,2010-09-30,535,Kanaya: Troll Rose human again.
4612,2010-09-30,535,==>
4613,2010-09-30,535,Kanaya: Explore this human emotion called friendship.
4614,2010-09-30,535,==>
4615,2010-09-30,535,Kanaya: Troll the Dave human.
4616,2010-09-30,535,Kanaya: Have seventh conversation.
4617,2010-10-01,536,Kanaya: Hop to 8=8.
4618,2010-10-01,536,==>
4619,2010-10-01,536,==>
4620,2010-10-01,536,==>
4621,2010-10-01,536,Kanaya: Have eighth conversation.
4622,2010-10-01,536,==>
4623,2010-10-02,537,John: Make backup computer.
4624,2010-10-02,537,John: Reunite with loving fatherly comedian themed laptop.
4625,2010-10-03,538,==>
4626,2010-10-04,539,Kanaya: Have sixteenth conversation.
4627,2010-10-04,539,==>
4628,2010-10-04,539,==>
4629,2010-10-04,539,==>
4630,2010-10-04,539,==>
4631,2010-10-04,539,==>
4632,2010-10-04,539,John: Empty sylladex.
4633,2010-10-04,539,==>
4634,2010-10-05,540,John: Hurry up!
4635,2010-10-05,540,John: Blast off.
4636,2010-10-05,540,==>
4637,2010-10-05,540,John: Pester someone's server player's server player.
4638,2010-10-06,541,Dave: Make a goddamn killing in the LOHACSE.
4639,2010-10-06,541,==>
4640,2010-10-06,541,==>
4641,2010-10-06,541,Dave: Receive transfer from John.
4642,2010-10-07,542,Dave: Answer.
4643,2010-10-12,547,Dave: Be the troll girl.
4644,2010-10-12,547,Terezi: Sniff Skaiaward.
4645,2010-10-12,547,Terezi: Deploy smelloscope.
4646,2010-10-12,547,Terezi: Take a whiff.
4647,2010-10-12,547,==>
4648,2010-10-12,547,==>
4649,2010-10-12,547,Terezi: Return to party.
4650,2010-10-12,547,==>
4651,2010-10-12,547,==>
4652,2010-10-12,547,==>
4653,2010-10-13,548,Terezi: Report news to partytown subscribers.
4654,2010-10-13,548,Terezi: Open memo.
4655,2010-10-13,548,Terezi: Wait for this important thing to happen.
4656,2010-10-13,548,Terezi: Accept transfer.
4657,2010-10-13,548,Terezi: Lick screen.
4658,2010-10-13,548,==>
4659,2010-10-13,548,Terezi: Confer with network administrator.
4660,2010-10-13,548,==>
4661,2010-10-13,548,==>
4662,2010-10-13,548,==>
4663,2010-10-14,549,Terezi: Examine douthchebag.
4664,2010-10-14,549,==>
4665,2010-10-14,549,Terezi: Observe coolkid.
4666,2010-10-14,549,==>
4667,2010-10-14,549,==>
4668,2010-10-14,549,==>
4669,2010-10-14,549,==>
4670,2010-10-14,549,Sollux: Enter name.
4671,2010-10-14,549,==>
4672,2010-10-15,550,Terezi: Troll this awesome coolkid.
4673,2010-10-15,550,Terezi: Be the awesome coolkid.
4674,2010-10-16,551,Dave: Pester Terezi.
4675,2010-10-16,551,Dave: Change into Four Aces Suited.
4676,2010-10-16,551,==>
4677,2010-10-16,551,==>
4678,2010-10-16,551,==>
4679,2010-10-18,553,==>
4680,2010-10-18,553,==>
4681,2010-10-18,553,==>
4682,2010-10-18,553,==>
4683,2010-10-18,553,==>
4684,2010-10-19,554,John: Pester Vriska.
4685,2010-10-19,554,==>
4686,2010-10-19,554,==>
4687,2010-10-19,554,[S] Vriska: Watch street tough maverick with nothing to lose
4688,2010-10-20,555,John: Answer Karkat.
4689,2010-10-20,555,Dave: Answer Karkat.
4690,2010-10-20,555,John and Dave: Respond to memo.
4691,2010-10-24,559,Karkat: Be Past Karkat.
4692,2010-10-25,560,[S] Past Karkat: Wake up.
4693,2010-10-25,560,John: Connect to Jade.
4694,2010-10-25,560,John: Deploy... huh?
4695,2010-10-25,560,==>
4696,2010-10-26,561,==>
4697,2010-10-26,561,==>
4698,2010-10-27,562,==>
4699,2010-10-27,562,==>
4700,2010-10-27,562,==>
4701,2010-10-27,562,==>
4702,2010-10-27,562,==>
4703,2010-10-28,563,==>
4704,2010-10-28,563,Rose: Get hassled.
4705,2010-10-28,563,Rose: Answer Eridan.
4706,2010-10-28,563,==>
4707,2010-10-29,564,==>
4708,2010-10-29,564,Rose: Answer Aradia.
4709,2010-10-29,564,==>
4710,2010-10-29,564,Aradia: Randomly explode.
4711,2010-10-30,565,==>
4712,2010-10-30,565,Rose: Answer Nepeta.
4713,2010-10-30,565,Rose: Summon mystery fellow.
4714,2010-10-30,565,==>
4715,2010-10-30,565,Rose: Give Jaspersprite laptop.
4716,2010-10-30,565,==>
4717,2010-10-30,565,Dave: Get hassled.
4718,2010-10-31,566,Dave: Answer Gamzee.
4719,2010-10-31,566,Gamzee: Watch.
4720,2010-10-31,566,==>
4721,2010-10-31,566,==>
4722,2010-10-31,566,==>
4723,2010-11-01,567,Gamzee: ENGAGE HERO MODE.
4724,2010-11-01,567,==>
4725,2010-11-02,568,Dave: Answer Equius.
4726,2010-11-03,569,Dave: Pull sword out of thing.
4727,2010-11-03,569,==>
4728,2010-11-03,569,==>
4729,2010-11-03,569,==>
4730,2010-11-03,569,==>
4731,2010-11-03,569,Equius: Dry off.
4732,2010-11-03,569,Dave: Take legendary POS.
4733,2010-11-04,570,Dave: Answer Terezi.
4734,2010-11-04,570,==>
4735,2010-11-04,570,Dave: Summon Davesprite.
4736,2010-11-04,570,==>
4737,2010-11-05,571,==>
4738,2010-11-05,571,==>
4739,2010-11-05,571,==>
4740,2010-11-05,571,Davesprite: Defend.
4741,2010-11-08,574,Jack: Examine.
4742,2010-11-08,574,==>
4743,2010-11-08,574,==>
4744,2010-11-08,574,==>
4745,2010-11-08,574,==>
4746,2010-11-08,574,==>
4747,2010-11-08,574,==>
4748,2010-11-10,576,[S] Jade: Wake up.
4749,2010-11-11,577,==>
4750,2010-11-11,577,Jade: Answer.
4751,2010-11-12,578,Jade: Pester Karkat.
4752,2010-11-12,578,Karkat: Open memo.
4753,2010-11-12,578,Jade: Consult reminders.
4754,2010-11-12,578,Jade: Remove reminders.
4755,2010-11-12,578,==>
4756,2010-11-12,578,==>
4757,2010-11-12,578,Jade: Head home.
4758,2010-11-13,579,John: Be the someone who is Jade's server player.
4759,2010-11-13,579,John: Deploy cruxtruder.
4760,2010-11-13,579,==>
4761,2010-11-13,579,==>
4762,2010-11-13,579,John: Deploy totem lathe.
4763,2010-11-13,579,==>
4764,2010-11-13,579,==>
4765,2010-11-13,579,==>
4766,2010-11-13,579,==>
4767,2010-11-14,580,John: Deploy alchemiter.
4768,2010-11-14,580,Jade: Go inside.
4769,2010-11-15,581,==>
4770,2010-11-15,581,==>
4771,2010-11-15,581,==>
4772,2010-11-15,581,==>
4773,2010-11-15,581,==>
4774,2010-11-15,581,==>
4775,2010-11-15,581,==>
4776,2010-11-15,581,==>
4777,2010-11-15,581,John: Open cruxtruder.
4778,2010-11-15,581,==>
4779,2010-11-15,581,==>
4780,2010-11-16,582,==>
4781,2010-11-16,582,==>
4782,2010-11-16,582,==>
4783,2010-11-16,582,==>
4784,2010-11-16,582,==>
4785,2010-11-16,582,==>
4786,2010-11-17,583,==>
4787,2010-11-17,583,Jade: Proceed to stairwell.
4788,2010-11-17,583,John: Yank monster off of thing.
4789,2010-11-17,583,==>
4790,2010-11-18,584,Jade: Go upstairs.
4791,2010-11-18,584,==>
4792,2010-11-18,584,==>
4793,2010-11-18,584,==>
4794,2010-11-19,585,==>
4795,2010-11-19,585,==>
4796,2010-11-19,585,==>
4797,2010-11-19,585,==>
4798,2010-11-19,585,==>
4799,2010-11-19,585,==>
4800,2010-11-19,585,==>
4801,2010-11-19,585,==>
4802,2010-11-20,586,==>
4803,2010-11-20,586,==>
4804,2010-11-20,586,Rose: Answer John.
4805,2010-11-20,586,Jade: Examine punched card.
4806,2010-11-20,586,Jade: Carve totem.
4807,2010-11-20,586,Jade: Pester Dave.
4808,2010-11-20,586,==>
4809,2010-11-21,587,Dave: Visit paradox sister.
4810,2010-11-21,587,==>
4811,2010-11-21,587,==>
4812,2010-11-21,587,==>
4813,2010-11-21,587,==>
4814,2010-11-21,587,Rose: View John.
4815,2010-11-21,587,John: Wake up.
4816,2010-11-21,587,==>
4817,2010-11-21,587,==>
4818,2010-11-21,587,John: Pester Jade.
4819,2010-11-21,587,==>
4820,2010-11-22,588,John: Equip goggles.
4821,2010-11-22,588,John: Answer Rose.
4822,2010-11-22,588,John: Look to your right.
4823,2010-11-22,588,==>
4824,2010-11-22,588,==>
4825,2010-11-22,588,John: Answer the one who hates you.
4826,2010-11-22,588,==>
4827,2010-11-28,594,[S] Jade: Enter.
4828,2010-11-29,595,==>
4829,2010-11-29,595,==>
4830,2010-11-29,595,==>
4831,2010-11-29,595,==>
4832,2010-11-29,595,==>
4833,2010-11-29,595,==>
4834,2010-11-29,595,==>
4835,2010-11-29,595,==>
4836,2010-11-29,595,==>
4837,2010-11-29,595,==>
4838,2010-11-29,595,==>
4839,2010-11-29,595,==>
4840,2010-11-29,595,==>
4841,2010-11-29,595,==>
4842,2010-11-30,596,==>
4843,2010-11-30,596,WV: Examine fourth station.
4844,2010-11-30,596,WV: Examine pumpkin.
4845,2010-11-30,596,WV: Examine ring.
4846,2010-11-30,596,WV: Remember.
4847,2010-11-30,596,==>
4848,2010-11-30,596,==>
4849,2010-11-30,596,==>
4850,2010-11-30,596,WV?: Defend treasure.
4851,2010-11-30,596,==>
4852,2010-11-30,596,John: Wake up again.
4853,2010-12-01,597,==>
4854,2010-12-01,597,==>
4855,2010-12-01,597,WV: Command the thief's apprentice.
4856,2010-12-01,597,"sir john, i have politely returned."
4857,2010-12-01,597,oh dear. the purple text human again?
4858,2010-12-01,597,"what about the green text human, that one was nicer."
4859,2010-12-01,597,"drat. please continue to solicit her graciously, good john."
4860,2010-12-01,597,"why are you on a small rock? are you in peril, sir?"
4861,2010-12-01,597,"the master thief! is that who you are talking to now, john?"
4862,2010-12-01,597,i don't like the gray text knight. it is an unpleasant human
4863,2010-12-01,597,"john, stop talking to the gray text not human immediately."
4864,2010-12-01,597,stop stop stop stop stop stop stop.
4865,2010-12-01,597,WV: Push it.
4866,2010-12-01,597,==>
4867,2010-12-01,597,==>
4868,2010-12-01,597,==>
4869,2010-12-01,597,==>
4870,2010-12-01,597,==>
4871,2010-12-01,597,==>
4872,2010-12-01,597,==>
4873,2010-12-01,597,==>
4874,2010-12-02,598,Apprentice: Answer thief.
4875,2010-12-02,598,==>
4876,2010-12-02,598,==>
4877,2010-12-02,598,"JOHN, I APOLOGIZE IN A MANNERLY WAY FOR MY BIG LETTERS."
4878,2010-12-02,598,BUT I MUST URGE YOU TO ADDRESS THIS DANGER.
4879,2010-12-02,598,WHY DON'T YOU DO THE WINDY THING?
4880,2010-12-02,598,"BOY, YOU'RE BEING VERY STUPID."
4881,2010-12-02,598,DO THE WINDY THING DO THE WINDY THING DO THE WINDY THING
4882,2010-12-02,598,==>
4883,2010-12-03,599,==>
4884,2010-12-03,599,==>
4885,2010-12-03,599,Dave: Snoop.
4886,2010-12-03,599,==>
4887,2010-12-03,599,==>
4888,2010-12-04,600,[S] ==>
4889,2010-12-05,601,==>
4890,2010-12-05,601,==>
4891,2010-12-05,601,Jade: Answer.
4892,2010-12-05,601,==>
4893,2010-12-05,601,==>
4894,2010-12-05,601,==>
4895,2010-12-05,601,Jade: Wake up again.
4896,2010-12-05,601,==>
4897,2010-12-05,601,Jade: Get out of bed.
4898,2010-12-05,601,Jade: Pester John.
4899,2010-12-05,601,Jade: Climb.
4900,2010-12-05,601,Jade: Turn around.
4901,2010-12-06,602,[S] Jade: STRIFE!!!!!!!!!!!!
4902,2010-12-06,602,==>
4903,2010-12-06,602,==>
4904,2010-12-06,602,==>
4905,2010-12-06,602,Jade: Level up!
4906,2010-12-07,603,Jade: Thank best friend.
4907,2010-12-07,603,==>
4908,2010-12-07,603,==>
4909,2010-12-07,603,Greetings.
4910,2010-12-07,603,==>
4911,2010-12-07,603,Don't I know you?
4912,2010-12-07,603,==>
4913,2010-12-07,603,==>
4914,2010-12-07,603,PM: Rule.
4915,2010-12-07,603,==>
4916,2010-12-08,604,WQ: Approach queen.
4917,2010-12-08,604,==>
4918,2010-12-08,604,PM: Appoint royal advisor.
4919,2010-12-08,604,==>
4920,2010-12-08,604,Jade: Return.
4921,2010-12-08,604,==>
